"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"v8lv","Mala Kungfu (Bedok Shopping Complex)","Chinese","4.7","(500+)","Singapore",""
"v8ny","Ah Lim Mee Pok (Bedok Shopping Complex)","Noodles","4.5","(1000+)","Singapore",""
"o9in","New Mahamoodiya Restaurant (Bedok Road)","Indian","4.1","(100+)","Singapore",""
"s3ir","Wanton Noodle House (Bedok Market Place)","Chinese","4.5","(1000+)","Singapore",""
"gham","Chocolate Origin (Bedok Market Place)","Cakes","3.5","(42)","Singapore",""
"x5nj","Al Madina (167 Woodlands)","Indian","4.3","(500+)","Singapore",""
"y9lo","Qi Lin Xuan Kitchen (Jurong West)","Chinese","4.7","(1000+)","Singapore",""
"obfz","Red Apple Vegetarian Cuisine 红苹果素食 (Woodlands Street)","Vegetarian","4.2","(29)","Singapore",""
"v5wz","Kimly Dim Sum (Jurong West St 51)","Dim Sum ","4.4","(500+)","Singapore",""
"s6li","Time Table Cafe (Jurong West)","Western","4.6","(3000+)","Singapore",""
"rcg6","D'Laksa (Sun Plaza)","Laksa","4.7","(100+)","Singapore",""
"zx1t","Happiness Sunbo Cuisine (Koufu @ Sun Plaza)","Chicken Rice","4.4","(84)","Singapore",""
"e9df","Nature Park Seafood (Tampines 107)","Chinese","4.5","(100+)","Singapore",""
"j1su","Ah Er Soup 阿 2老火汤 (Jurong West)","Soups","4.6","(100+)","Singapore",""
"lu79","Party Poori by Chef Annil (Woodlands Street 13) - Islandwide Delivery","Snacks","4.5","(8)","Singapore",""
"roa0","Ayza's Restaurant (Jurong West) - Islandwide Delivery","Malaysian","4.5","(76)","Singapore",""
"k0bj","龙飞麻辣香锅 Dragon-Fly Mala Hot Pot (Sun Plaza)","Mala Xiang Guo","4.5","(100+)","Singapore",""
"k7qx","Men Men Don Don (Sun Plaza)","Rice Dishes","4.8","(100+)","Singapore",""
"er52","107 Fried Kway Teow ( TAMPINES )","Chinese","4.3","(91)","Singapore",""
"y8nn","Yong Le (Canberra)","Chinese","4.3","(2000+)","Singapore",""
"leuw","Koufu Japanese & Korean (Sun Plaza)","Seafood","4.6","(100+)","Singapore",""
"ziem","Gyoza-San (Sun Plaza)","Japanese","4.7","(100+)","Singapore",""
"t8qh","One2Eat Chicken Rice And Roasted Delights (Jurong West 505 Market & Food Centre)","Chicken","4.2","(100+)","Singapore",""
"nzz5","333 Dim Sum (107 Tampines Street 11)","Noodles","4.1","(19)","Singapore",""
"lj08","Lai Fa Japanese & Fish Soup (Woodlands Street 13)","Seafood","4.5","(100+)","Singapore",""
"vwbp","Combo 105 Western (Canberra Street)","Western","4.8","(9)","Singapore",""
"gmac","Ain Popiah Basah - Muslim Owned (Woodlands)","Asian","4.7","(100+)","Singapore",""
"la3m","Thomson Beef Noodle (Kopitiam @ Sembawang MRT)","Chinese","4.9","(93)","Singapore",""
"gywt","SnackThatFoodUp (STFU)","Mexican","4.6","(14)","Singapore",""
"cnt7","Lau Pa Sat Congee (Bukit Canberra Hawker Centre)","Porridge","4.6","(47)","Singapore",""
"zt43","MaNNA Grill n Pasta (Woodlands)","American","4.3","(9)","Singapore",""
"rdrv","Ruk Thai Mookata (503 Jurong West Ave 1)","Noodles","3.6","(15)","Singapore",""
"usym","ARIYAA5 RESTAURANT PTE LTD (Blk 451 Jurong West)","Indian","4.8","(40)","Singapore",""
"i9px","Qiu Lian Ban Mee @ Foodfare (Sembawang MRT)","Soups","4.6","(500+)","Singapore",""
"zbud","Filipino Cuisine Sembawang (Sembawang MRT)","Filipino","4.8","(100+)","Singapore",""
"z1c4","Mala Bao Bao (MLBB) (Elias Mall)","Chicken","4.9","(5)","Singapore",""
"wz24","ABC Eating House - (Elias Mall)","Indian","4.2","(100+)","Singapore",""
"kyrj","Shan Yuen Claypot (785E Woodlands Rise)","Chinese","4.5","(100+)","Singapore",""
"s4vw","Bobby's Delicacy (Woodlands Street 13)","Pasta","4.7","(1000+)","Singapore",""
"h9ia","Happiness Sunbo (Fork and Spoon Woodlands Mart)","Chicken Rice","4.7","(500+)","Singapore",""
"xteo","Xin Fa Melaka BBQ Seafood (Bukit Canberra Hawker Centre)","Grill","4.7","(3)","Singapore",""
"u0yi","Shun He Xiao Xiao Chu (Jurong West Avenue 1)","Asian","4.1","(14)","Singapore",""
"c5uo","Chilli Buddy (Woodlands Street 13)","Mala Xiang Guo","3.6","(57)","Singapore",""
"smtm","Chao Zhou 潮粥 (Canberra Link)","Porridge","4.3","(100+)","Singapore",""
"b3vl","New Odense / O Cha (Woodlands North Plaza)","Pancakes and Waffles","4.8","(500+)","Singapore",""
"x87s","Acai Forest x Eutopia Cafe (Elias Mall)","Acai Bowl","4.9","(89)","Singapore",""
"c8we","Japan & Korean Food (Sembawang MRT)","Japanese","4.7","(100+)","Singapore",""
"y2i6","Granny’S Thunder Tea (Bukit Canberra Hawker Centre)","Chicken Rice","4.8","(31)","Singapore",""
"psfh","MAXWELL CHICKEN RICE (21 Canberra Link)","Asian","4","(25)","Singapore",""
"woe1","Bear Baby Healthier Soup (11 Canberra Rd)","Soups","5","(42)","Singapore",""
"izbs","板面•鱼汤•粥(BAN MIAN • FISH SOUP• CONGEE)","Noodles","4.7","(100+)","Singapore",""
"klee","CHICKEN RICE EXPRESS (ELIAS)","Asian","1.3","(5)","Singapore",""
"p1fl","Zhong Guo La Mian Xiao Long Bao (Bukit Canberra Hawker Centre)","Chinese","4.7","(500+)","Singapore",""
"b1h4","Xiang Man Yuan Seafood (Woodlands)","Seafood","4.9","(32)","Singapore",""
"bryb","Churros Factory (Jurong West)","Dessert","5","(3)","Singapore",""
"pzv8","MAN XIANG LOR MEE (21 Canberra Link)","Asian","4.5","(12)","Singapore",""
"o6ek","Yammie Taiwan Snack (Sembawang MRT)","Chinese","4.5","(100+)","Singapore",""
"bfjw","Jin Shi Fu Mala Xiang Guo 金师傅麻辣香锅 (Sembawang MRT)","Mala Xiang Guo","4.7","(100+)","Singapore",""
"szs5","BEGE.RACK (CANBERRA LINK)","Burgers","4.5","(100+)","Singapore",""
"s0bv","House Of Seafood (Punggol Settlement)","Seafood","3.9","(100+)","Singapore",""
"kx0z","HOJIAK NASI LEMAK (Woodlands North Plaza)","Chinese","4.3","(4)","Singapore",""
"cmde","Ria Briyani (15 Woodlands Loop)","Indian","3.9","(37)","Singapore",""
"fmat","Satay Madey (Tampines Street 42)","Indonesian","4.3","(84)","Singapore",""
"l7eu","PrimaDeli (Eastpoint Mall)","Cakes","4.7","(100+)","Singapore",""
"y7bj","Al-Iman Thai Muslim Seafood Restaurant (Marsiling)","Indian","4.3","(4000+)","Singapore",""
"gq2k","Juice Box (132 Marsiling Rise) - Islandwide Delivery","Beverages","5","(4)","Singapore",""
"pzy0","Hup Heng Bedok 510 Prawn Noodle (Tampines Street 42)","Chinese","4.1","(5)","Singapore",""
"zvqu","Wah! Crab (The Punggol Settlement)","Seafood","4.3","(5)","Singapore",""
"x1nc","Dew Station (Woodlands Mart)","Bubble Tea","4.8","(2000+)","Singapore",""
"c9tt","SU SHI LOU VEGETARIAN (Koufu 768 Woodlands)","Chinese","4.6","(100+)","Singapore",""
"zmqy","Makan Makan Darul Mida By Jfe Inc (136 Marsiling Road)","Rice Dishes","4.4","(99)","Singapore",""
"mxkq","Chang Ji Claypot Herbal Bak Kut Teh (Marsiling Rd)","Bak Kut Teh","4.4","(100+)","Singapore",""
"v3me","Hao Wei Seafood Zhu Chao (Tampines) 豪味海鲜煮炒","Chinese","4.4","(2000+)","Singapore",""
"ivxa","Crave (Eastpoint Mall)","Nasi Lemak","4.4","(500+)","Singapore",""
"usgz","Super Tze-Char (Punggol)","Wraps","4.5","(20)","Singapore",""
"ar3f","Yu Ling Yong Tau Foo (Tampines)","Singaporean","4.6","(100+)","Singapore",""
"l4b4","Jalan Tua Kong San Yuan Noodle 惹兰大公.三元面汤饭 (Marsiling Road)","Chinese","4.8","(8)","Singapore",""
"y8pl","Al Iman express (Marsiling)","Indian","4.2","(100+)","Singapore",""
"un68","Taiwan Ichiban (15 Woodlands Loop)","Chicken","4.5","(33)","Singapore",""
"snmw","768 Yong Tau Foo (Woodlands)","Fried Rice","4.6","(100+)","Singapore",""
"jzau","Burger Geprek (Woodlands North Plaza)","American","4.8","(1000+)","Singapore",""
"ilgj","The Coffee Bean & Tea Leaf (Woodlands North Plaza)","Coffee","4.7","(100+)","Singapore",""
"vc13","Joyful PAO FAN 百家乐泡饭 (Marsiling)","Rice Dishes","4.7","(69)","Singapore",""
"go56","505 Sembawang Minced Meat Noodles (Canberra)","Noodles","4.6","(100+)","Singapore",""
"v6ua","Hanis (Eastpoint Mall)","Western","4.5","(2000+)","Singapore",""
"lhvm","High Tide Bistro & Bar (East Coast)","International","4.1","(26)","Singapore",""
"f2s0","Boon Lay Power Nasi Lemak (Boon Lay Place Food Village)","Nasi Lemak","4.5","(100+)","Singapore",""
"pugt","To Go Soup (Eastpoint Mall)","Chinese","4.5","(100+)","Singapore",""
"o5dy","Tampines 201C Fish Soup & Fried Delights (Chang Cheng Food Court)","Chinese","4.3","(100+)","Singapore",""
"izua","Mei Heong Yuen (Eastpoint Mall)","Dessert","4.5","(100+)","Singapore",""
"vpnn","MUHAMMAD RAYYAN EATERY (197A BOON LAY DR)","International","4.5","(100+)","Singapore",""
"x1vd","Suzuki Gourmet Coffee (Chin Bee)","Coffee","5","(49)","Singapore",""
"a6pw","Hwa Heng Beef Noodle (Simei St 3)","Chinese","3.8","(22)","Singapore",""
"v81v","Fuzhu Ban Mian Fish Soup Pao Fan (Happy Hawkers 406A Sembawang)","Noodles","4.4","(500+)","Singapore",""
"x5cj","Al Khadija Indian Muslim Food (Wave 9)","Indian","3.5","(2000+)","Singapore",""
"x5qw","Shilixiang Mala Hotpot (Simei Street 3)","Chinese","4.5","(1000+)","Singapore",""
"ichu","Takagi Ramen (EastPoint Mall)","Ramen","4.4","(2000+)","Singapore",""
"q0fs","Marina Desserts (Simei Street 3)","Dessert","4.7","(500+)","Singapore",""
"p5bp","Wanton Mee (Happy Hawkers 406 Sembawang)","Chinese","4.5","(1000+)","Singapore",""
"ouk9","Roasted Delights (Koufu @ Sembawang Drive)","Chicken","4.1","(41)","Singapore",""
"vjq3","New Hawa Seafood And Chicken Rice (Tampines Street 21)","Seafood","4.4","(100+)","Singapore",""
"klnd","Jiaye Tonic Shop 嘉业补品店 (Tampines Street 21)","Tea","4.9","(21)","Singapore",""
"qafh","Appam Aunty (10 Marsiling Industrial Estate Rd) - Islandwide Delivery","Indian","4.7","(85)","Singapore",""
"k3rc","Fish Ball Noodles (Happy Hawker 406 Sembawang)","Noodles","4.1","(500+)","Singapore",""
"v95p","JOFA Meepok (Woodlands Crescent)","Noodles","4.6","(100+)","Singapore",""
"le7v","BEAUTY WORLD WANTON NOODLE (WOODLANDS CRESCENT)","Noodles","4.5","(73)","Singapore",""
"gejg","Mentai SENS (Woodlands crescent)","Japanese","4.5","(100+)","Singapore",""
"xm7j","786 Seafood Express (248 Simei)","Seafood","4.2","(11)","Singapore",""
"kscb","Mr. Pisang (Tampines)","Singaporean","4.9","(47)","Singapore",""
"x7vk","Tasty Hut Fresh Fruit & Juice 滋味鲜 (Boon Lay Shopping Centre)","Beverages","4.2","(100+)","Singapore",""
"e3xu","Tampines 201 Chicken Rice (Tampines Street 21)","Chicken Rice","3.9","(100+)","Singapore",""
"luvd","Chang Lai Ju Seafood BBQ (90 Boon Lay Place)","Chinese","2.3","(5)","Singapore",""
"wqop","Bedok Corner Hokkien Fried Squid Prawn Mee (Bedok Food Centre)","Hokkien Mee","4.5","(100+)","Singapore",""
"gxl8","Yi Ding Xuan Vegetarian 壹鼎軒素食 (Tampines)","Vegetarian","3.9","(7)","Singapore",""
"kaek","Mana Lagi (Tampines Street)","Chicken","4.8","(56)","Singapore",""
"pd07","Ding Feng Teochew Fishball Noodle (201 Tampines)","Noodles","4.3","(32)","Singapore",""
"o5zz","MAXWELL CHICKEN PORRIDGE.RICE (金华鸡粥。鸡饭) - Boon Lay Shopping Centre","Asian","4.6","(20)","Singapore",""
"wiwt","Durian Dessert & Drinks by The Smelly Guy (Tampines Street 43)","Dessert","4.9","(25)","Singapore",""
"jg6a","Yakiniku Ok (White Sands)","Japanese","4.8","(35)","Singapore",""
"t3ve","Bread Junction (Tampines Str 21)","Bakery","4.8","(500+)","Singapore",""
"sol8","CRONE KOREAN (Koufu 511 Canberra)","Japanese","3","(1)","Singapore",""
"x6is","Zaleha Food Corner (Tampines Street)","Malaysian","4.7","(3000+)","Singapore",""
"e9pm","Boon Lay Mala Hotpot (Boon Lay Place Food Centre)","Mala Xiang Guo","4.7","(100+)","Singapore",""
"urtn","Hui Ji Tian Tian Lai (Boon Lay Place Food Village)","Malaysian","4.4","(100+)","Singapore",""
"brxq","201 Western Golden Rooster (Tampines Street 21)","Western","5","(2)","Singapore",""
"x7ih","Mr Teh Tarik Cartel (Marsiling Park)","Malaysian","4.7","(100+)","Singapore",""
"p8lg","Corner Fruit Juice (Boon Lay Place Food Village)","Beverages","4.7","(100+)","Singapore",""
"dggb","Subway (Boon Lay Shopping Centre)","American","4.8","(53)","Singapore",""
"gcio","Lao San Prawn Noodles 老三蝦面 (Tampines Street)","Singaporean","4.6","(100+)","Singapore",""
"hu4i","World Tea House SG (201D Tampines St 21) - Islandwide Delivery","Tea","4.7","(18)","Singapore",""
"n88t","Mala Hotpot by Mala Wok (1 Bedok Rd)- Islandwide Delivery","Chinese","5","(19)","Singapore",""
"x5lq","Kim Kee Hainanese Chicken Rice (Boon Lay Place)","Chicken Rice","4.4","(500+)","Singapore",""
"s1ch","Rice & Box - Tenderfresh (White Sands)","Chicken","4.6","(5000+)","Singapore",""
"mq1r","Riyana Indian Muslim Food (Boon Lay Place)","Indian","4.2","(71)","Singapore",""
"y8vc","Xiao Chu Niang Chicken Hotpot 小厨娘鸡公煲 (Boon Lay)","Rice Dishes","4.5","(69)","Singapore",""
"ltfm","Legendary Porridge 绝世好粥 (Boon Lay Shopping Centre)","Porridge","4.6","(1000+)","Singapore",""
"x1dj","Bok's Kitchen (Boon Lay)","Western","4.7","(500+)","Singapore",""
"knyp","Hao Yun Lai Chinese BBQ 好运来中国烧烤 (Savoy Theatre)","Asian","4.6","(57)","Singapore",""
"b9yf","Yong Tau Foo (Marsiling Broadway)","Singaporean","5","(19)","Singapore",""
"y4sr","85 Redhill (White Sands)","Noodles","4.4","(100+)","Singapore",""
"pr8q","Xiang Rui Gourmet (Pasir Ris) - Islandwide Delivery","Porridge","4","(4)","Singapore",""
"j4qi","AR Rahmaan Indian Muslim Food  - Pasir Ris Central Hawker Centre (110 Pasir Ris Cen)","Malaysian","4.4","(100+)","Singapore",""
"ee73","Ming's Roasted Delight (Pasir Ris Central Hawker Centre)","Chinese","4.4","(100+)","Singapore",""
"qydi","Joo Hong Seafood (Woodlands Recreation Centre)","Chinese","4.4","(21)","Singapore",""
"x1cx","XYCD SICHUAN CUISINE 小菜一碟 (PASIR RIS)","Chinese","4.8","(500+)","Singapore",""
"j6pt","Happiness Sunbo Halal Chicken Rice (White Sands)","Chicken Rice","4.6","(79)","Singapore",""
"x9fx","Layang Delight Eating House (176 Boon Lay)","Chicken","4.4","(100+)","Singapore",""
"o3c5","Briyani Grill (110 Pasir Ris Central)","Indian","3.8","(2)","Singapore",""
"ohvy","Edo Shokudo (White Sands)","Japanese","4.9","(67)","Singapore",""
"zdza","STEAM MASTER - ONE PERSON ONE FISH (Pasir Ris Central Hawker Centre)","Chinese","4.3","(5)","Singapore",""
"u7nk","The Salad Fork (White Sands Shopping Centre)","Salads","4.6","(100+)","Singapore",""
"fbdn","UFO Hot Pot by ThaiExpress (White Sands)","Thai","4.6","(18)","Singapore",""
"wp26","Waker Chicken (478 Tampines)","Fried Chicken","4.8","(100+)","Singapore",""
"xmod","Homtang Thai Cuisine (Marsiling)","Thai","4","(16)","Singapore",""
"o65o","Sunlife Durian Puffs & Pastries (White Sands)","Dessert","4.7","(21)","Singapore",""
"mno3","GG Japanese & Korean Cuisine (Happy Hawkers @ Tampines Street 44)","Korean","4.4","(28)","Singapore",""
"n388","Curry Cafe (482 Admiralty Link) - Islandwide Delivery","Asian","3.8","(3)","Singapore",""
"w4pb","My Father's Minced Meat Noodle (Everyday Come Coffee Shop 天天來咖啡店)","Noodles","4.6","(100+)","Singapore",""
"jqt5","G Western (19 Marsiling)","Western","4.5","(3)","Singapore",""
"vrqb","Fish & More (Tampines)","Seafood","4.7","(100+)","Singapore",""
"y0nd","Happy Chef Kitchen Mala (Food Loft)","Chinese","4.4","(500+)","Singapore",""
"ejcr","Yakiniku Shokudo (Tampines Hub)","Japanese","4","(1)","Singapore",""
"m5sz","Yon Ho Hainanese Cuisine (Pasir Ris Central Hawker Centre)","Chinese","4.2","(100+)","Singapore",""
"ncvv","Superfood Kitchen X The Green Bar (Jurong Point)","Healthy","4.6","(100+)","Singapore",""
"h7q9","Hi Ga Nobori Japanese (Jurong Point)","Japanese","4.6","(100+)","Singapore",""
"olyy","Flying Dragon Noodles (Pasir Ris Central Hawker Centre)","Fried Rice","4.9","(37)","Singapore",""
"mk5p","Hokkaido Baked Cheese Tart (Jurong Point) - Islandwide Delivery","Cakes","4.9","(21)","Singapore",""
"z2tn","Fish Soup (Jurong Point)","Soups","4.5","(3000+)","Singapore",""
"d4mb","FENG FENG HAINANESE BONELESS CHICKEN RICE (Pasir Ris)","Chicken Rice","4.3","(500+)","Singapore",""
"ve9e","Sing Swee Kee Chicken Rice (Kopitiam @ Jurong Point)","Chicken","3.6","(97)","Singapore",""
"wg8b","Carrot Cake (Jurong Point)","Dim Sum ","4.2","(100+)","Singapore",""
"y2sr","Good Life Guo Le Fu (Kopitiam @ Jurong Point)","Chinese","4.5","(100+)","Singapore",""
"qrr6","Xiang Ge Kitchen (Jurong Point)","Porridge","3.9","(18)","Singapore",""
"iw6i","Xiao Pang Niu Korean Fried Chicken 小胖妞韩式炸鸡店 (Kopitiam Jurong Point)","Korean","4.2","(100+)","Singapore",""
"x7gn","Bakersmith (Tampines Street 45)","Cakes","4.5","(100+)","Singapore",""
"x9ef","BG MAKAN by Bowl & Grill (Jurong Point)","Rice Dishes","4.4","(2000+)","Singapore",""
"v1kp","Tuk Tuk Cha (Jurong Point)","Tea","4.6","(1000+)","Singapore",""
"g4dp","190 Stefan Korean Japanese (Woodlands Bizhub)","Korean","4.7","(94)","Singapore",""
"bf4i","Seoul Delight Korean (Jurong Point)","Seafood","4.8","(100+)","Singapore",""
"usf2","Idaten Udon (Jurong Point)","Udon","4.4","(100+)","Singapore",""
"bnsy","Tanoshi Ramen (Jurong Point)","Ramen","4.7","(29)","Singapore",""
"w4wc","Da Mei Curry Kitchen (Jurong Point)","Curry","4.5","(1000+)","Singapore",""
"w4ht","Kimbap Kingdom (Tampines East)","Korean","4.3","(54)","Singapore",""
"i0gq","&JOY Dining Hall (Jurong Point)","Japanese","4.5","(1000+)","Singapore",""
"lz4w","Suria Food (Harvest @ Woodlands) - Islandwide Delivery","Indian","4.3","(8)","Singapore",""
"yd2w","Devil's Hood (Expo)","Chicken","3.9","(7)","Singapore",""
"r8uk","Sai Kitchen (Jurong Point)","Indian","4","(500+)","Singapore",""
"qmx7","BAKAR INDONESIAN BBQ (Jurong West Central)","Indonesian","4.4","(100+)","Singapore",""
"q8sp","Yong Tau Foo (Jurong Point Shopping Mall)","Singaporean","4.6","(500+)","Singapore",""
"vpl8","Lechon Pinoy (Kopitiam Food Hall)","Filipino","5","(1)","Singapore",""
"p5ni","Wadori (Jurong Point)","Pancakes and Waffles","4","(500+)","Singapore",""
"f8fk","Ban Mian (Jurong Point)","Chicken","4.6","(1000+)","Singapore",""
"d94v","Jkc Asian, Japanese & Korean Cuisine (Woodlands Bizhub)","Japanese","4.9","(13)","Singapore",""
"z8n1","pearl delight (175 Jurong West)","Singaporean","3","(1)","Singapore",""
"x8ju","Fatty Bom Bom (Tampines)","Western","4.6","(2000+)","Singapore",""
"ksza","Aishwarya Kitchen (Woodlands Auto Hub)","Indian","4.6","(100+)","Singapore",""
"o3sf","Cone Stone  (310 Boon Lay Wy)","Asian","4.9","(15)","Singapore",""
"v3cx","Twelve Cupcakes (Jurong Point)","Cakes","4.5","(1000+)","Singapore",""
"v1zq","Labula Mala Hotpot (Downtown East)","Chinese","4.3","(3000+)","Singapore",""
"s8ht","Pezzo Pizza (Jurong Point)","Pizza","4.5","(3000+)","Singapore",""
"zpdj","Mmeow Healthy Rice Bowls (Jurong Point)","Rice Dishes","4.7","(100+)","Singapore",""
"v1xn","Kimly Zi Char (Jurong West Central)","Chinese","4.5","(2000+)","Singapore",""
"kz9i","Skillet (Vidacity)","Western","3","(1)","Singapore",""
"k9fv","Jollibee (Jurong Point)","Fried Chicken","4.6","(5000+)","Singapore",""
"k9cv","Ong Kee Seafood Restaurant (211 Marsiling Crescent)","Chinese","4.8","(100+)","Singapore",""
"a0sa","Chao Yuan Gourmet (Marsiling)","Noodles","4.6","(100+)","Singapore",""
"ykqi","Annabella Patisserie Macarons Select Cloud Kitchen (Tampines Mart)","Dessert","4.8","(100+)","Singapore",""
"x7ij","Real Thai (Changi City Point)","Thai","4.4","(100+)","Singapore",""
"x4gk","Hey Long Cha (Changi City Point)","Tea","4.8","(100+)","Singapore",""
"p4im","Beef Bro Nasi lemak (Tampines)","Western","4.1","(500+)","Singapore",""
"tefb","Thai Noodle House Culture Spoon (9 Tampines St 32)","Asian","4.1","(88)","Singapore",""
"vl8k","The Dim Sum Place (CCP)","Chinese","4.8","(100+)","Singapore",""
"wt2k","Mamma Mia Trattoria E Caffè (Jurong Point)","Pasta","5","(50)","Singapore",""
"f1t5","Revel Bistro & Bar (Pasir Ris Drive)","Western","2.8","(17)","Singapore",""
"x0qj","Zheng Zong Chuan Wei Mala Hotpot 万兴麻辣 (Boon Lay)","Chinese","4","(1000+)","Singapore",""
"lqyo","蔡林记 Cai Lin Ji (Jurong West)","Dessert","4.5","(32)","Singapore",""
"o0ri","Menzo Butao (Changi City Point)","Ramen","4.9","(14)","Singapore",""
"yhfj","The Icing Room (Jurong Point)","Cakes","4.6","(71)","Singapore",""
"w8az","Wok Master (Changi City Point)","Chinese","4.1","(100+)","Singapore",""
"u5kr","Selesa Sedap Chicken Rice (Happy Hawkers @ Tampines Mart)","Asian","4.5","(100+)","Singapore",""
"nspm","BBQBOX Jurong Point (63 Jurong West Cen 3)","Chinese","4.5","(100+)","Singapore",""
"u5su","Greendot (Jurong Point)","Vegetarian","4.6","(500+)","Singapore",""
"x5hl","Wingstop (Jurong Point)","Fried Chicken","4.5","(3000+)","Singapore",""
"x5wi","Tongue Tip Lanzhou Beef Noodles 舌尖尖 (Jurong West)","Noodles","4.7","(1000+)","Singapore",""
